id,firstName,lastName,position,team,conference,jersey,year
5151137,Aiden,Miller,TE,Western Kentucky Hilltoppers,CUSA,88,2
5209596,Cross,Nimmo,TE,Western Kentucky Hilltoppers,CUSA,89,1
5147465,Tucker,Parks,QB,Western Kentucky Hilltoppers,CUSA,11,1
5162646,Marvin,Sims,WR,Western Kentucky Hilltoppers,CUSA,18,3
5214450,Fonzy,Smith,WR,Western Kentucky Hilltoppers,CUSA,24,1
5196864,Rodney,Tisdale Jr.,QB,Western Kentucky Hilltoppers,CUSA,16,1
5162645,Jaleel,Walker,WR,Western Kentucky Hilltoppers,CUSA,82,4
4431663,Jackson,West,TE,Western Kentucky Hilltoppers,CUSA,85,4
5151979,Kelby,Williams,WR,Western Kentucky Hilltoppers,CUSA,13,4
4698237,Justin,Wolf,TE,Western Kentucky Hilltoppers,CUSA,15,4
5221146,Michael,Buck,K,Western Kentucky Hilltoppers,CUSA,58,1
4689366,John,Cannon,K,Western Kentucky Hilltoppers,CUSA,39,4
4873687,Cole,Maynard,P,Western Kentucky Hilltoppers,CUSA,18,4
4806380,Jackson,Smith,K,Western Kentucky Hilltoppers,CUSA,43,3
4430897,Alex,Adams,WR,Akron Zips,MAC,7,4
5157312,Johnny,Brookhart,QB,Akron Zips,MAC,18,2
5198324,Cibastian,Broughton,QB,Akron Zips,MAC,3,1
5157315,Conner,Cravaack,TE,Akron Zips,MAC,85,2
4912281,Taven,Curry,RB,Akron Zips,MAC,26,3
5157316,Paul,Davis,WR,Akron Zips,MAC,16,2
4431091,Ben,Finley,QB,Akron Zips,MAC,10,4
5084582,Jordan,Gant,RB,Akron Zips,MAC,22,3
5152586,Chris,Gee,RB,Akron Zips,MAC,25,3
5151403,Tim,Grear Jr.,WR,Akron Zips,MAC,4,4
5295188,Troy,Hazuda,WR,Akron Zips,MAC,82,1
5305895,Jalen,Hightower,WR,Akron Zips,MAC,80,1
5076653,Brandon,Hills,WR,Akron Zips,MAC,8,2
4570048,Michael,Johnson Jr.,QB,Akron Zips,MAC,15,4
5157324,Jean,Louis III,WR,Akron Zips,MAC,9,2
5295180,Cam,Macon,RB,Akron Zips,MAC,34,3
5110019,Kyan,Mason,WR,Akron Zips,MAC,11,1
5086101,Cameron,Monteiro,WR,Akron Zips,MAC,12,1
5225254,Dominic,Monz,WR,Akron Zips,MAC,32,1
4882061,Jake,Newell,TE,Akron Zips,MAC,88,3
5146708,Sean,Patrick,RB,Akron Zips,MAC,13,1
4922992,Israel,Polk,WR,Akron Zips,MAC,5,2
5225253,Luke,Reed,RB,Akron Zips,MAC,28,1
5146903,Brayden,Roggow,QB,Akron Zips,MAC,6,1
5295187,Luke,Sivon,WR,Akron Zips,MAC,81,1
4709781,Myles,Walker,WR,Akron Zips,MAC,23,4
4244849,Marcel,Williams,WR,Akron Zips,MAC,2,1
4871050,Marquese,Williams,RB,Akron Zips,MAC,24,2
5146770,Khalil,Witherspoon,TE,Akron Zips,MAC,83,1
5153603,Joseph,Castle,P,Akron Zips,MAC,95,3
4686939,Brayden,Johnson,P,Akron Zips,MAC,34,4
5225257,Matthew,Schramm,K,Akron Zips,MAC,47,1
5153604,Owen,Wiley,K,Akron Zips,MAC,99,2
5385739,Lucas,Andresen,TE,Ball State Cardinals,MAC,44,1
5282041,Mason,Atkins,QB,Ball State Cardinals,MAC,16,1
5273946,Tayshon,Bardo,WR,Ball State Cardinals,MAC,15,1
5279136,Zach,Becker,TE,Ball State Cardinals,MAC,41,1
5265528,Jalen,Bonds,RB,Ball State Cardinals,MAC,2,1
5327501,Char'Rese,Breveard,RB,Ball State Cardinals,MAC,25,1
5162685,Leo,Collins,TE,Ball State Cardinals,MAC,81,3
5385741,Cole,Coonrod,TE,Ball State Cardinals,MAC,87,3
5385742,Ace,Cooper,WR,Ball State Cardinals,MAC,85,1
5222760,Bodie,Derrer,QB,Ball State Cardinals,MAC,18,2
5141434,Elisha,Durham,WR,Ball State Cardinals,MAC,14,2
5191056,Donovan,Hamilton,WR,Ball State Cardinals,MAC,1,2
5162689,Eli,Hohlt,WR,Ball State Cardinals,MAC,83,3
5295205,Tate,Hoover,TE,Ball State Cardinals,MAC,84,3
5077876,TJ,Horton,RB,Ball State Cardinals,MAC,4,3
5150865,Elijah,Jackson,RB,Ball State Cardinals,MAC,0,3
5075392,Keldric,Luster,QB,Ball State Cardinals,MAC,6,3
5222761,Jamarion,McDougle,WR,Ball State Cardinals,MAC,10,4
5328582,Anthony,McMullen,RB,Ball State Cardinals,MAC,21,1
5152153,Tyler,Mizzell,QB,Ball State Cardinals,MAC,9,3
5089182,CJ,Nelson,WR,Ball State Cardinals,MAC,7,4
5295207,Mason,Riggins,TE,Ball State Cardinals,MAC,8,1
5082283,Alex,Scherle,TE,Ball State Cardinals,MAC,12,4
5334229,AJ,Seymour,TE,Ball State Cardinals,MAC,42,1
5078533,Jabari,Smith Jr.,WR,Ball State Cardinals,MAC,5,3
5210022,Derion,Talbert,WR,Ball State Cardinals,MAC,80,1
5078053,Isaiah,Thacker,WR,Ball State Cardinals,MAC,11,3
5218807,Brody,Boehm,K,Ball State Cardinals,MAC,38,2
5151477,Hudson,Fiene,K,Ball State Cardinals,MAC,37,3
5091530,Carson,Holmer,K,Ball State Cardinals,MAC,98,4
5385744,Lachlan,Mathieson,P,Ball State Cardinals,MAC,19,1
5222776,Cole,Stumbaugh,P,Ball State Cardinals,MAC,92,2
5219017,Nakai,Amachree,RB,Bowling Green Falcons,MAC,2,2
5121607,Ke'Marion,Baldwin,RB,Bowling Green Falcons,MAC,4,3
5296304,Tristin,Blackmon,RB,Bowling Green Falcons,MAC,33,1
5219020,Ocean,Brabbs,TE,Bowling Green Falcons,MAC,80,2
5325587,Cade,Brooks,WR,Bowling Green Falcons,MAC,25,1
5385754,Marceles,Carey,RB,Bowling Green Falcons,MAC,20,1
5193104,Austin,Clay,WR,Bowling Green Falcons,MAC,11,2
4879925,Blane,Cleaver,TE,Bowling Green Falcons,MAC,89,4
5226828,Isaiah,Dawson,WR,Bowling Green Falcons,MAC,6,2
5147347,Austyn,Dendy,RB,Bowling Green Falcons,MAC,1,2
5385752,Dylan,Dreasky,QB,Bowling Green Falcons,MAC,15,1
5246590,Derron,Gray Jr.,TE,Bowling Green Falcons,MAC,86,1
5326942,Maddox,Hunstad,TE,Bowling Green Falcons,MAC,82,1
5193300,Eli,Jacon-Duffy,TE,Bowling Green Falcons,MAC,8,2
4912186,Trey,Johnson,WR,Bowling Green Falcons,MAC,3,4
5385753,Jay,Kastantin,QB,Bowling Green Falcons,MAC,17,3
5295265,Reece,Little,TE,Bowling Green Falcons,MAC,85,1
5281457,Carson,Lovett,RB,Bowling Green Falcons,MAC,21,1
5222582,Carsen,Melvin,TE,Bowling Green Falcons,MAC,88,1
5221234,Jarin,Mock,QB,Bowling Green Falcons,MAC,12,1
5385751,Caleb,Moyer,QB,Bowling Green Falcons,MAC,13,1
5221382,Hunter,Najm,QB,Bowling Green Falcons,MAC,10,2
4912647,Austin,Novosad,QB,Bowling Green Falcons,MAC,16,3
5385761,Reddik,Pillarelli,WR,Bowling Green Falcons,MAC,87,2
5226453,Brennan,Ridley,WR,Bowling Green Falcons,MAC,5,3
5302828,Pauly,Sadler,WR,Bowling Green Falcons,MAC,14,1
5326882,Joseph,Saffold,WR,Bowling Green Falcons,MAC,19,1
5207804,Jeremiah,Scoby,TE,Bowling Green Falcons,MAC,0,2
5193284,Winn,Sharp,WR,Bowling Green Falcons,MAC,18,2
5231360,Nick,Sowell,WR,Bowling Green Falcons,MAC,9,3
5385760,Pierce,St. Geme,WR,Bowling Green Falcons,MAC,83,2
5302829,Trent,Taylor,TE,Bowling Green Falcons,MAC,84,1
5385764,Carlos,Guerra,K,Bowling Green Falcons,MAC,95,1
5385762,Alex,Jenkins,P,Bowling Green Falcons,MAC,91,1
5177469,Travis,Kenner,K,Bowling Green Falcons,MAC,12,3
4917426,Ryan,Kingston,P,Bowling Green Falcons,MAC,30,4
5295260,Treyton,McKee,K,Bowling Green Falcons,MAC,27,1
5385766,Drew,Rosick,K,Bowling Green Falcons,MAC,97,1
5387611,Jaylen,Andrews,WR,Buffalo Bulls,MAC,2,3
5151369,Messiah,Burch,RB,Buffalo Bulls,MAC,4,4
5084704,Patrick,Clacks III,WR,Buffalo Bulls,MAC,3,3
5302819,Aaron,Clark,WR,Buffalo Bulls,MAC,88,1
5085066,Mason,Cumbie,QB,Buffalo Bulls,MAC,15,4
5295436,Dwayne,Early Jr.,WR,Buffalo Bulls,MAC,11,2
5209377,Chase,Enlow,RB,Buffalo Bulls,MAC,26,1
5387624,Jack,Eskridge,WR,Buffalo Bulls,MAC,83,1
5236366,Phillip,Folmar,WR,Buffalo Bulls,MAC,1,2
5387615,Jake,Forburger,QB,Buffalo Bulls,MAC,18,1
4710843,Jasaiah,Gathings,WR,Buffalo Bulls,MAC,8,4
5236367,Michael,Gelatko,TE,Buffalo Bulls,MAC,86,2
5216690,Nino,Hill,RB,Buffalo Bulls,MAC,0,2
5328086,Elijah,Holmes,QB,Buffalo Bulls,MAC,16,4
5387625,Aiden,Howard,TE,Buffalo Bulls,MAC,85,1
5295437,Alvin,Jones III,WR,Buffalo Bulls,MAC,9,2
5220042,Nick,Leonard,TE,Buffalo Bulls,MAC,89,3
5295438,Devare,Mathis,RB,Buffalo Bulls,MAC,21,4
5194658,Bobby,Mays,WR,Buffalo Bulls,MAC,13,3
5194659,James,McNeil Jr.,RB,Buffalo Bulls,MAC,24,3
5211776,Qur'An,McNeill,QB,Buffalo Bulls,MAC,12,1
4869601,Chance,Morrow,WR,Buffalo Bulls,MAC,6,4
5220041,Terrell,Richards,WR,Buffalo Bulls,MAC,82,4
5387621,Stone,Rozak,TE,Buffalo Bulls,MAC,45,1
5302827,TJ,Sabatucci,TE,Buffalo Bulls,MAC,81,1
5082941,Mark-Anthony,Scott Jr.,WR,Buffalo Bulls,MAC,10,4
5150003,Terrance,Shelton Jr.,RB,Buffalo Bulls,MAC,25,3
5194667,Tyrell,Simmons Jr.,WR,Buffalo Bulls,MAC,14,3
5295440,Oliver,Hautanen,K,Buffalo Bulls,MAC,31,2
5387629,Zach,McGowan,K,Buffalo Bulls,MAC,96,4
5387628,Evan,Pfeifer,P,Buffalo Bulls,MAC,95,1
5387617,Blake,Sholder,K,Buffalo Bulls,MAC,39,1
4876695,Jaden,Allen,TE,Central Michigan Chippewas,MAC,88,4
5295480,Marcus,Beamon,QB,Central Michigan Chippewas,MAC,10,4
5122147,Vaughn,Blue,RB,Central Michigan Chippewas,MAC,24,3
5157391,Jayden,Clerveaux,RB,Central Michigan Chippewas,MAC,31,4
5327593,Da'Shon,Febres,WR,Central Michigan Chippewas,MAC,83,1
5084769,Angel,Flores,QB,Central Michigan Chippewas,MAC,7,4
5221139,Shawn,Foster II,WR,Central Michigan Chippewas,MAC,16,3
5149056,Jadyn,Glasser,QB,Central Michigan Chippewas,MAC,5,1
5295481,Daniel,Gomez,QB,Central Michigan Chippewas,MAC,14,1
5387642,Jayel,Harris,RB,Central Michigan Chippewas,MAC,47,1
5387640,Kobe,Hendricks,RB,Central Michigan Chippewas,MAC,40,1
5289265,Lucas,Hoffmeyer,TE,Central Michigan Chippewas,MAC,44,1
5295482,Kendall,Jones,WR,Central Michigan Chippewas,MAC,0,4
5219540,Camden,Kruisenga,WR,Central Michigan Chippewas,MAC,12,2
4869694,Langston,Lewis,WR,Central Michigan Chippewas,MAC,20,4
4869497,Tommy,McIntosh,WR,Central Michigan Chippewas,MAC,15,4
5211741,Trav,Moore,RB,Central Michigan Chippewas,MAC,22,1
5216575,Braylen,Naves,WR,Central Michigan Chippewas,MAC,17,1
5295489,Collin,Payne,WR,Central Michigan Chippewas,MAC,86,4
5387646,Myles,Peters,TE,Central Michigan Chippewas,MAC,85,2
5302839,Avin,Robinson,WR,Central Michigan Chippewas,MAC,80,1
5301046,Dontae,Robinson,WR,Central Michigan Chippewas,MAC,84,3
5295488,Justin,Ruffin Jr.,WR,Central Michigan Chippewas,MAC,9,2
5289266,Geno,Seets,QB,Central Michigan Chippewas,MAC,18,1
5387647,Gavin,Spillers,TE,Central Michigan Chippewas,MAC,87,2
5387641,Jordan,Stapleton,RB,Central Michigan Chippewas,MAC,45,1
5219544,Landon,Swanson,TE,Central Michigan Chippewas,MAC,42,2
5146689,Brock,Townsend,RB,Central Michigan Chippewas,MAC,2,2
5151494,Tayte,Vanderleest,WR,Central Michigan Chippewas,MAC,81,3
5219537,Zac,Chapeau,K,Central Michigan Chippewas,MAC,15,2
5387643,Braxton,Doak,K,Central Michigan Chippewas,MAC,47,1
5092240,Declan,Duley,P,Central Michigan Chippewas,MAC,18,3
5252199,Caden,VanHuis,K,Central Michigan Chippewas,MAC,38,1
5387668,JT,Beasley,WR,Eastern Michigan Eagles,MAC,84,3
4608922,Braydon,Bennett,RB,Eastern Michigan Eagles,MAC,28,4
5222594,Amareon,Blue,RB,Eastern Michigan Eagles,MAC,15,2
5215696,Bryce,Button,QB,Eastern Michigan Eagles,MAC,19,2
5083205,Nick,Devereaux,WR,Eastern Michigan Eagles,MAC,81,4
5209959,Shawn,Fishwick,WR,Eastern Michigan Eagles,MAC,80,1
5148852,Antonio,Floyd,WR,Eastern Michigan Eagles,MAC,11,3
4685349,Mekhi,Fox,WR,Eastern Michigan Eagles,MAC,18,4
4917422,Quinn,Fracassi,WR,Eastern Michigan Eagles,MAC,25,4
5230792,Jackson,Holt,TE,Eastern Michigan Eagles,MAC,16,4
5387669,Kozy,Isaac,WR,Eastern Michigan Eagles,MAC,85,2
5197158,Malachi,James,RB,Eastern Michigan Eagles,MAC,21,3
5271228,Carl,Jean-Bart,WR,Eastern Michigan Eagles,MAC,89,1
5271174,Decorie,Johnson,RB,Eastern Michigan Eagles,MAC,22,1
5290699,Nazir,Jones-Davis,RB,Eastern Michigan Eagles,MAC,26,1
4690158,Noah,Kim,QB,Eastern Michigan Eagles,MAC,1,4
5161955,Nick,Kinsey,QB,Eastern Michigan Eagles,MAC,13,1
5387660,Payton,Kokaly,TE,Eastern Michigan Eagles,MAC,43,1
4918453,Tanner,Lemaster,TE,Eastern Michigan Eagles,MAC,88,4
5295532,Joshua,Long,TE,Eastern Michigan Eagles,MAC,9,3
5215428,Nate,Lyman,WR,Eastern Michigan Eagles,MAC,82,2
5211694,Harold,Mack,WR,Eastern Michigan Eagles,MAC,5,2
5125733,Joey,Mattord,RB,Eastern Michigan Eagles,MAC,24,4
5094040,Brogan,McCaughey,QB,Eastern Michigan Eagles,MAC,10,4
5293677,CJ,Miller,WR,Eastern Michigan Eagles,MAC,87,1
5387667,Bacori,Minner,WR,Eastern Michigan Eagles,MAC,83,1
5289617,Nathan,Piggott,TE,Eastern Michigan Eagles,MAC,48,1
5295525,Benson,Prosper,WR,Eastern Michigan Eagles,MAC,3,4
5278411,Armaad,Sharp,TE,Eastern Michigan Eagles,MAC,14,1
5290687,Brady,Shelton,TE,Eastern Michigan Eagles,MAC,49,1
5081130,Nathan,Dibert,K,Eastern Michigan Eagles,MAC,37,4
5175094,Daniel,Hull,P,Eastern Michigan Eagles,MAC,39,3
5220057,Rudy,Kessinger,K,Eastern Michigan Eagles,MAC,46,3
5302836,Van,Krisiloff,P,Eastern Michigan Eagles,MAC,38,1
4907672,Adam,Samaha,K,Eastern Michigan Eagles,MAC,33,3
5388312,Dylan,Armentrout,RB,Kent State Golden Flashes,MAC,26,2
5295588,Tommy,Arnold,TE,Kent State Golden Flashes,MAC,45,3
5027432,Ardell,Banks,WR,Kent State Golden Flashes,MAC,1,3
5388322,William,Bierfeldt,WR,Kent State Golden Flashes,MAC,87,1
5126524,Jakorion,Caffey,RB,Kent State Golden Flashes,MAC,5,2
5295590,Da'Realyst,Clark,WR,Kent State Golden Flashes,MAC,8,4
5150825,Donovan,Delaney Jr.,RB,Kent State Golden Flashes,MAC,25,4
5119841,Dru,DeShields,QB,Kent State Golden Flashes,MAC,12,3
5222386,Jay Jay,Etheridge,WR,Kent State Golden Flashes,MAC,3,3
5310072,Jackson,Farley,RB,Kent State Golden Flashes,MAC,24,1
4684638,Ali,Fisher,WR,Kent State Golden Flashes,MAC,19,4
5211188,Zy'aire,Fletcher,TE,Kent State Golden Flashes,MAC,11,1
5222633,Nolan,Good,QB,Kent State Golden Flashes,MAC,2,1
5146972,Ayden,Harris,RB,Kent State Golden Flashes,MAC,33,2
5147053,Wayne,Harris,WR,Kent State Golden Flashes,MAC,6,2
5078404,Marques,Hicks,RB,Kent State Golden Flashes,MAC,20,3
5212938,Teaunn,Hunter,WR,Kent State Golden Flashes,MAC,80,1
5388316,Wyatt,Januska,WR,Kent State Golden Flashes,MAC,36,1
5122047,Jared,Kelley,WR,Kent State Golden Flashes,MAC,4,3
4875755,Mason,King,RB,Kent State Golden Flashes,MAC,0,4
5258332,Garrett,Long,TE,Kent State Golden Flashes,MAC,83,1
5295595,Holtz,Maine,TE,Kent State Golden Flashes,MAC,44,1
5263587,Matthew,Maxey,WR,Kent State Golden Flashes,MAC,86,1
5388311,Cole,Miller,QB,Kent State Golden Flashes,MAC,17,1
5088143,Terik,Mulder,TE,Kent State Golden Flashes,MAC,89,4
5327609,Gavin,Peeps,QB,Kent State Golden Flashes,MAC,15,1
5326065,Zymir,Reed,WR,Kent State Golden Flashes,MAC,81,1
5388318,Andrew,Rickelman,TE,Kent State Golden Flashes,MAC,47,1
5388314,Cade,Romanini,RB,Kent State Golden Flashes,MAC,29,1
5141625,Deante,Ruffin,QB,Kent State Golden Flashes,MAC,14,1
5388323,Luke,Simms,WR,Kent State Golden Flashes,MAC,88,1
5291801,Brendyn,Smith,WR,Kent State Golden Flashes,MAC,85,1
5141694,Maurice,Stephens,WR,Kent State Golden Flashes,MAC,23,1
5388321,Aidan,Stewart,WR,Kent State Golden Flashes,MAC,84,1
5142743,Dakota,Taylor,TE,Kent State Golden Flashes,MAC,13,2
5388317,Kolten,Ford,P,Kent State Golden Flashes,MAC,42,4
5258331,Sean,Leonard,K,Kent State Golden Flashes,MAC,96,1
5194691,Tommy,Newcomb,K,Kent State Golden Flashes,MAC,49,2
5295596,Jake,Stoeckel,P,Kent State Golden Flashes,MAC,97,1
4688904,Reece,Adkins,TE,Massachusetts Minutemen,MAC,83,4
5147852,Da'Marion,Alberic,RB,Massachusetts Minutemen,MAC,4,3
5327581,Drew,Alsup,WR,Massachusetts Minutemen,MAC,85,1
4826574,Owen,Anderson,TE,Massachusetts Minutemen,MAC,87,4
5296586,John,Condakes,TE,Massachusetts Minutemen,MAC,88,3
5327583,Tavian,Dashiell,WR,Massachusetts Minutemen,MAC,15,1
5302869,TK,Davis,RB,Massachusetts Minutemen,MAC,22,1
5146743,Kezion,Dia-Johnson,WR,Massachusetts Minutemen,MAC,8,3
5092954,Max,Dowling,TE,Massachusetts Minutemen,MAC,11,4
5091384,Dallas,Elliott,WR,Massachusetts Minutemen,MAC,17,4
5264764,Elijah,Faulkner,RB,Massachusetts Minutemen,MAC,23,2
4700147,Joseph,Griffin Jr.,WR,Massachusetts Minutemen,MAC,1,4
4909541,T.Y.,Harding,WR,Massachusetts Minutemen,MAC,2,4
5298739,Logan,Inagawa,QB,Massachusetts Minutemen,MAC,16,2
5388331,Curtis,Kimmons IV,RB,Massachusetts Minutemen,MAC,14,4
5326984,Ricardo,Laboy,RB,Massachusetts Minutemen,MAC,20,3
5388332,Jabari,Lewis,WR,Massachusetts Minutemen,MAC,19,4
4361717,Justin,Lewis,RB,Massachusetts Minutemen,MAC,33,1
5209127,Jax,Markovich,TE,Massachusetts Minutemen,MAC,86,2
5161253,Devin,Matthews,WR,Massachusetts Minutemen,MAC,9,4
5327585,Aedan,McCarthy,QB,Massachusetts Minutemen,MAC,13,1
5146669,Ty,McCutcheon,QB,Massachusetts Minutemen,MAC,10,3
5289339,David,Moore Jr.,WR,Massachusetts Minutemen,MAC,12,1
5132795,Matt,Ogunniyi,TE,Massachusetts Minutemen,MAC,18,3
5281382,Kai,Owens,WR,Massachusetts Minutemen,MAC,21,1
5156115,Elijah,Pedro,WR,Massachusetts Minutemen,MAC,3,2
5218971,Will,Perry,QB,Massachusetts Minutemen,MAC,7,3
5388337,Isaiah,Simmons,WR,Massachusetts Minutemen,MAC,80,1
5388338,Josh,Tripp,TE,Massachusetts Minutemen,MAC,82,1
5212628,Matthew,Tybor,TE,Massachusetts Minutemen,MAC,89,1
5227849,Jordan,Washington,RB,Massachusetts Minutemen,MAC,0,3
5293287,Seamus,McIntyre,K,Massachusetts Minutemen,MAC,33,1
5218751,Derek,Morris,K,Massachusetts Minutemen,MAC,99,3
5296585,Edward,Phillipson,P,Massachusetts Minutemen,MAC,43,3
5388334,Michael,Streeter,P,Massachusetts Minutemen,MAC,46,2
5280838,Drew,Bellisari,QB,Miami (OH) RedHawks,MAC,11,1
5388436,Luke,Berry,QB,Miami (OH) RedHawks,MAC,19,1
5085354,Lynel,Billups-Williams,WR,Miami (OH) RedHawks,MAC,10,3
5295599,Andrew,Bjorson,WR,Miami (OH) RedHawks,MAC,82,1
5205825,Brayden,Boeing,TE,Miami (OH) RedHawks,MAC,89,1
5295601,Noam,Butbul,TE,Miami (OH) RedHawks,MAC,44,1
5301448,CJ,Castner,WR,Miami (OH) RedHawks,MAC,88,1
5142146,Thomas,Gotkowski,QB,Miami (OH) RedHawks,MAC,13,2
5388435,Caleb,Heavner,QB,Miami (OH) RedHawks,MAC,6,4
5281243,Justen,Hodge,WR,Miami (OH) RedHawks,MAC,18,1
4876642,Maleek,Huggins,WR,Miami (OH) RedHawks,MAC,1,4
5150538,Devin,Hyatt,WR,Miami (OH) RedHawks,MAC,4,3
5141795,Braylon,Isom,WR,Miami (OH) RedHawks,MAC,18,2
5164357,Carl,Jenkins,WR,Miami (OH) RedHawks,MAC,12,2
5193270,D'Shawntae,Jones,RB,Miami (OH) RedHawks,MAC,9,2
5295602,Eric,Karner,TE,Miami (OH) RedHawks,MAC,83,2
5209576,Brendan,Loftus,TE,Miami (OH) RedHawks,MAC,81,1
5295604,Gray,Maultsby,TE,Miami (OH) RedHawks,MAC,48,1
5141549,David,McComb,QB,Miami (OH) RedHawks,MAC,16,1
5153885,Rodney,Nelson,RB,Miami (OH) RedHawks,MAC,5,3
5230924,Michael,Parrish,WR,Miami (OH) RedHawks,MAC,80,3
5278635,Will,Pressley,WR,Miami (OH) RedHawks,MAC,14,1
5292857,Tristan,Reed,WR,Miami (OH) RedHawks,MAC,84,1
5017177,Keith,Reynolds,WR,Miami (OH) RedHawks,MAC,0,3
5295606,Wilson,Roberts,WR,Miami (OH) RedHawks,MAC,86,1
5214639,Lazaro,Rogers,RB,Miami (OH) RedHawks,MAC,21,2
4871003,Christian,Ross,TE,Miami (OH) RedHawks,MAC,15,3
5388439,Jackson,Ruth,WR,Miami (OH) RedHawks,MAC,27,1
5081704,Leo,Scheidler,WR,Miami (OH) RedHawks,MAC,87,4
5104821,Brady,Simmons,WR,Miami (OH) RedHawks,MAC,2,4
5148609,Quintin,Simmons,WR,Miami (OH) RedHawks,MAC,3,1
5293035,Scoop,Smith,WR,Miami (OH) RedHawks,MAC,24,1
5220095,Carter,Holden,K,Miami (OH) RedHawks,MAC,36,2
5151442,Kellan,McLaughlin,K,Miami (OH) RedHawks,MAC,38,3
4431499,Sieh,Bangura,RB,Ohio Bobcats,MAC,5,4
5295495,Tim,Boals,TE,Ohio Bobcats,MAC,87,1
4876818,Doe,Boyland,RB,Ohio Bobcats,MAC,21,4
5236380,Irving,Brown,RB,Ohio Bobcats,MAC,24,1
5167252,Duncan,Brune,RB,Ohio Bobcats,MAC,6,2
5088375,Jake,Bruno,TE,Ohio Bobcats,MAC,86,4
5126465,Tim,Carpenter,QB,Ohio Bobcats,MAC,14,1
4908401,Delaney,Crawford,WR,Ohio Bobcats,MAC,0,3
5179076,Miles,Cremascoli,WR,Ohio Bobcats,MAC,18,2
5156079,Khamani,Debrow,WR,Ohio Bobcats,MAC,2,2
4429552,Eamonn,Dennis,WR,Ohio Bobcats,MAC,10,4
5193110,Dom,Dorwart,WR,Ohio Bobcats,MAC,19,2
5295497,Matthew,Dragich,WR,Ohio Bobcats,MAC,80,3
5083305,Caleb,Gossett,WR,Ohio Bobcats,MAC,88,4
5141472,Hype,Grand,QB,Ohio Bobcats,MAC,9,1
5295498,Colton,Grover,WR,Ohio Bobcats,MAC,83,3
5228768,Blake,Guffey,WR,Ohio Bobcats,MAC,37,3
4819228,Rodney,Harris II,WR,Ohio Bobcats,MAC,11,3
5155676,Kaden,Hurst,WR,Ohio Bobcats,MAC,17,2
5158749,Alfred,Jordan Jr.,WR,Ohio Bobcats,MAC,23,4
5228772,Aiden,Lowery,TE,Ohio Bobcats,MAC,44,2
5228783,AJ,Miller,TE,Ohio Bobcats,MAC,84,2
4610131,Parker,Navarro,QB,Ohio Bobcats,MAC,13,4
5228764,Riley,Neer,WR,Ohio Bobcats,MAC,15,2
5228763,Matthew,Papas,QB,Ohio Bobcats,MAC,16,2
5265567,Rashad,Perry,WR,Ohio Bobcats,MAC,20,1
5228762,Nick,Poulos,QB,Ohio Bobcats,MAC,8,4
4711434,Eian,Pugh,WR,Ohio Bobcats,MAC,12,3
5228761,Max,Rodarte,WR,Ohio Bobcats,MAC,3,4
5148424,Nick,Segarra,TE,Ohio Bobcats,MAC,82,2
5211768,Mike,Taylor Jr.,RB,Ohio Bobcats,MAC,22,1
5295494,Kolten,Bartels,P,Ohio Bobcats,MAC,90,1
5220739,David,Dellenbach,K,Ohio Bobcats,MAC,39,1
4875744,Magnus,Haines,P,Ohio Bobcats,MAC,42,4
5156074,Alex,Kasee,K,Ohio Bobcats,MAC,47,3
5156239,Brack,Peacock,K,Ohio Bobcats,MAC,46,3
5295502,Britton,Watts,K,Ohio Bobcats,MAC,28,2
4429186,Sam,Adams II,RB,Sacramento State Hornets,MAC,28,4
5150442,Davis,Ambuehl,TE,Sacramento State Hornets,MAC,86,3
5301027,Hayden,Anderson,WR,Sacramento State Hornets,MAC,21,1
5301043,Trey,Bass,WR,Sacramento State Hornets,MAC,80,1
5152797,Curron,Borders,RB,Sacramento State Hornets,MAC,14,2
5301029,Elias,Brown,RB,Sacramento State Hornets,MAC,23,3
5225836,Ajon,Bryant,RB,Sacramento State Hornets,MAC,17,1
5079370,Ernest,Campbell,WR,Sacramento State Hornets,MAC,13,1
4696273,Tim,Conerly,WR,Sacramento State Hornets,MAC,8,4
5083848,Jamar,Curtis,RB,Sacramento State Hornets,MAC,1,4
5301055,Guy,Fernandez III,WR,Sacramento State Hornets,MAC,81,1
5301045,Jaxon,Fresques,WR,Sacramento State Hornets,MAC,83,1
5148629,Drey,Garner,WR,Sacramento State Hornets,MAC,14,1
4431328,Rodney,Hammond Jr.,RB,Sacramento State Hornets,MAC,2,4
4918094,Damian,Henderson II,RB,Sacramento State Hornets,MAC,4,2
5301047,Elijah,Huddle,TE,Sacramento State Hornets,MAC,85,1
4696976,Michael,Johnson,RB,Sacramento State Hornets,MAC,24,4
5141531,Jamar,Malone,QB,Sacramento State Hornets,MAC,6,1
5084291,Damien,McDaniel,WR,Sacramento State Hornets,MAC,9,1
5225868,Gavin,Nelson,TE,Sacramento State Hornets,MAC,87,3
5301026,Tye,Nickens,WR,Sacramento State Hornets,MAC,18,1
4690811,Savion,Red,RB,Sacramento State Hornets,MAC,0,4
5301028,Jaquail,Smith,RB,Sacramento State Hornets,MAC,22,1
5152796,Onterrio,Smith Jr.,WR,Sacramento State Hornets,MAC,12,2
4577980,Luke,Sprague,QB,Sacramento State Hornets,MAC,15,4
5086618,Logan,Tanner,TE,Sacramento State Hornets,MAC,19,2
4574964,Gavin,Thomson,WR,Sacramento State Hornets,MAC,11,4
